initial_temperature,temperature_decrease,neighborhood_radius,initial_solution,best_solution,final_solution
25.0,0.85,1.0,1.260114165083308,2.814184453161353,2.8972018177569514
25.0,0.85,1.0,6.723937358591598,2.815956065889632,2.8354140966124035
25.0,0.85,1.0,15.77189521269118,9.320383596329929,9.325071500236797
25.0,0.85,1.0,28.620475948922124,28.226993475829403,28.215174691655715
25.0,0.85,1.0,28.6844947163069,28.22200939205794,28.322154243293678
25.0,0.85,1.0,15.001616198777397,15.648609292087508,15.604408357914043
25.0,0.85,1.0,23.38468488525997,21.93370614484424,22.050066095039043
25.0,0.85,1.0,7.088626511354606,2.7873815985408203,2.7873815985408203
25.0,0.85,1.0,25.333704888117786,21.89476700965022,21.840646740899164
25.0,0.85,1.0,7.296419147281656,2.717394889253356,2.717394889253356
25.0,0.85,1.0,6.4576315597259875,2.768133173271463,2.768133173271463
25.0,0.85,1.0,4.396397257551087,2.7800336467081284,2.7800336467081284
25.0,0.85,1.0,14.945333041309325,9.294477542300186,9.294477542300186
25.0,0.9,1.0,13.915582875401281,15.59812395251171,15.581886869836573
25.0,0.9,1.0,17.471238173179987,15.641007554728372,15.641007554728372
25.0,0.9,1.0,26.90752506910757,28.26136767981986,28.277328854661565
25.0,0.9,1.0,25.477058062426416,28.231575864097778,28.19399640574044
25.0,0.9,1.0,15.610308434747559,9.313807960685647,9.313807960685647
25.0,0.9,1.0,3.6918881662572036,2.7950995861530776,2.7794962239995096
25.0,0.9,1.0,2.555069266589526,2.7524076832846953,9.276795028868028
25.0,0.9,1.0,18.48485957456286,15.637728288618591,15.60603641119311
25.0,0.9,1.0,7.086165447004517,2.7989959215284195,2.8212935676755406
25.0,0.9,1.0,27.827622149763897,21.937603371032477,21.937603371032477
25.0,0.9,1.0,18.200590710505903,15.670319965772649,15.693444035151412
25.0,0.9,1.0,16.23358169260588,15.65719170062268,15.696024452574937
25.0,0.9,1.0,25.308114372537947,21.949831000292082,21.9555509223319
25.0,0.9,1.0,19.35063833208869,21.914113901322168,21.881814343442286
25.0,0.9,1.0,4.654835325751142,2.7940624013169515,2.7940624013169515
25.0,0.9,1.0,4.0719974715252585,2.7999092793545115,2.795231254845344
25.0,0.9,1.0,11.413709722486269,9.290234556860662,9.213887792389418
25.0,0.9,1.0,7.275880560338868,2.800987151980552,2.774493574179318
25.0,0.9,1.0,21.792928650011927,15.652900169796213,15.652900169796213
25.0,0.9,1.0,13.420843450222359,15.656532322452327,15.61581762088943
25.0,0.9,1.0,23.34036263994395,21.95279942597365,21.933353913461968
25.0,0.9,1.0,2.273762339083052,2.7919660197099674,2.7901106920917336
25.0,0.9,1.0,15.669185842816153,15.669185842816153,21.910692118215625
25.0,0.9,1.0,13.77518328150553,9.33847551934207,9.347577078779432
25.0,0.9,1.0,7.968921268159086,9.337031283412538,9.283674558546569
25.0,0.9,1.0,9.840738384526778,9.682422410834706,15.748393349108872
25.0,0.9,1.0,16.186174035073194,16.186174035073194,21.945979743510712
25.0,0.9,1.0,17.30906068145931,21.945345963701293,21.956751083471495
25.0,0.9,1.0,14.793014578961184,15.788805688962162,21.98149220080751
25.0,0.9,1.0,20.86739387977428,15.641555471205082,15.641555471205082
25.0,0.9,1.0,19.30187074561702,9.337881859009979,9.194204952314346
25.0,0.9,1.0,15.464590866107898,15.656717300939023,21.95640710005587
25.0,0.9,1.0,20.13995856403772,21.91543412046507,21.91543412046507
25.0,0.9,1.0,5.679388450643241,2.814754650809932,2.814754650809932
25.0,0.9,1.0,20.140959456246023,22.21990919654575,28.262381056813165
25.0,0.9,1.0,3.594306109178136,2.793723786575603,2.793723786575603
25.0,0.9,1.0,14.276500495573535,9.319851350165226,9.332153861895375
25.0,0.9,1.0,24.34626605556617,21.98286671575824,21.998470236144318
25.0,0.9,1.0,14.495322815030123,15.631436804930797,15.698222963688591
25.0,0.9,1.0,24.146244795030725,28.242905723793566,28.16290996937602
25.0,0.9,1.0,5.149189182931907,3.3322285202096698,9.344088942648925
25.0,0.9,1.0,8.95566955311427,9.317221077345323,9.317221077345323
25.0,0.9,1.0,20.69006445105905,21.959654776007927,22.007200966856356
25.0,0.9,1.0,21.62889762402228,21.939124191623637,21.939124191623637
25.0,0.9,1.0,24.08119772687519,21.939509057238556,21.927287372103
25.0,0.9,1.0,4.497961694620342,2.7377474529571897,9.291825439536936
25.0,0.9,1.0,9.36421069931206,9.36421069931206,15.677260027489142
25.0,0.9,1.0,20.843983043889097,21.938910064743798,21.92746674041694
25.0,0.9,1.0,20.52898621669506,21.839611915681147,28.27475567897336
25.0,0.9,1.0,8.669168091486467,9.28397946452021,9.403059017204763
25.0,0.99,1.0,12.097534417588893,9.84907098717834,21.94299843875388
25.0,0.99,1.0,9.290506223721673,2.7854173432812734,28.230090615264146
25.0,0.99,1.0,29.565127553650765,21.9451063038842,21.95458741553222
25.0,0.99,1.0,0.8706274270464783,2.808907965672205,9.312805687015757
25.0,0.99,1.0,11.363955538518946,15.638425931674448,28.266829939021044
25.0,0.99,1.0,14.545666134095683,10.012792584966768,15.659350780190913
25.0,0.99,1.0,24.451507510588424,9.31436755083554,9.306737268048511
25.0,0.99,1.0,15.168810820502667,9.364042599774992,15.63851843295537
25.0,0.99,1.0,2.332847465885784,2.7983372867301086,2.8014980605785467
25.0,0.99,1.0,6.7996042712081675,2.7914279755935443,15.654563665445401
25.0,0.99,1.0,6.609243428168024,2.7990591162296807,2.8074792132666984
25.0,0.99,1.0,11.88003674426019,2.7991061896384,2.82804272833295
25.0,0.99,1.0,29.067258919289717,21.94507943886231,21.946201082075394
25.0,0.99,1.0,5.460709715974015,3.1724113768561404,28.194245131569076
25.0,0.99,1.0,19.9317721307396,15.644730372033194,15.644730372033194
25.0,0.99,1.0,3.472012530710868,2.7979513049208644,2.808601706247089
25.0,0.99,1.0,23.30734592356724,2.8339159197807757,21.957619269889683
25.0,0.99,1.0,19.048620342794653,15.644813622001502,15.650606100992746
25.0,0.99,1.0,21.911144301643354,2.9095666430357445,15.619604636582181
25.0,0.99,1.0,4.622611757376132,2.751993038797515,9.304994622057208
25.0,0.99,1.0,22.642530173626657,15.660656396462299,21.948122256812777
25.0,0.99,1.0,25.751330578265,9.188999603120054,21.968320946894313
25.0,0.99,1.0,6.986230768507449,2.8002666364428057,2.8047971357145354
25.0,0.99,1.0,24.73384518446367,2.8006212067310785,2.8102779581958046
25.0,0.99,1.0,13.346175741920803,9.356615126053999,15.635890792371466
25.0,0.99,1.0,18.470233854007407,2.7934082708786074,9.322545193459225
25.0,0.99,1.0,21.440508458927326,9.321358610131853,9.311091196267958
25.0,0.99,1.0,6.591800780701033,2.786187817624887,15.67161713261225
25.0,0.99,1.0,14.27171378006591,9.315073215985358,9.2972988961321
25.0,0.99,1.0,9.180731658612643,2.8067340876132216,15.652928619973281
25.0,0.99,1.0,10.562895729950213,2.804691991897494,28.2504059762232
25.0,0.99,1.0,25.386423050974404,21.94439664214063,21.961704948882826
25.0,0.99,1.0,19.14782560077938,2.7996946647470873,2.7869340401749048
25.0,0.99,1.0,4.332916330261563,2.8358271503677575,9.331543387980775
25.0,0.99,1.0,26.676703224724207,15.64260241695921,15.641223811613457
25.0,0.99,1.0,11.741050120735038,2.8096918821560966,9.303144380431311
25.0,0.99,1.0,5.527476499170724,9.321736008757979,21.918417372257135
25.0,0.99,1.0,6.78311390546316,2.796933721854135,2.8063898536887217
25.0,0.99,1.0,2.1166000977651325,2.7982493159161237,2.79040796179875
25.0,0.99,1.0,13.585577152279232,15.679823425562843,28.247972318801956
25.0,0.99,1.0,17.94446071819859,9.311363164984927,21.94578693435632
25.0,0.99,1.0,23.057087836838168,9.318792360737723,9.334222107663031
25.0,0.99,1.0,25.08922153410467,21.945466422445474,21.971834286698908
25.0,0.99,1.0,28.265183698453303,21.957674969224104,28.261885568976624
25.0,0.99,1.0,6.783459070400807,2.8025078338753913,9.308989836670829
25.0,0.99,1.0,24.625000605375476,15.644110093052474,15.647661185621121
25.0,0.99,1.0,1.0519164899893374,2.801991934823233,9.310208763109593
25.0,0.99,1.0,16.325852024076585,15.635118435475642,21.933532894997708
25.0,0.99,1.0,21.18493631896821,2.79683613062911,15.632672826370971
25.0,0.99,1.0,19.872624234527894,15.639706920125038,21.94786654985362
25.0,0.8,2.0,14.597776349097668,9.288682416566648,9.28793335308459
25.0,0.8,2.0,24.172495842287,28.229840332565082,28.293382791420505
25.0,0.8,2.0,29.57522388507197,28.195220364463555,28.311260352490294
25.0,0.8,2.0,19.485518887945897,15.640449448920359,15.581013646170678
25.0,0.8,2.0,16.251341962971747,9.23637028817932,9.234521368240864
25.0,0.8,2.0,6.619478169734136,8.923075602915453,15.673010633917823
25.0,0.8,2.0,9.380802595155593,9.318733670984829,9.344959682958073
25.0,0.8,2.0,14.922387254048996,9.380855941254413,15.68531235421774
25.0,0.8,2.0,7.315497636287336,9.360067424962581,15.733434185973604
25.0,0.8,2.0,20.749950188122835,15.543745655358215,15.543745655358215
25.0,0.8,2.0,15.185587908734592,9.27080032821321,9.452192122391875
25.0,0.8,2.0,10.0997672408567,9.333605715698969,15.614691579767994
25.0,0.8,2.0,2.547114758697215,2.796153985548849,2.796153985548849
25.0,0.8,2.0,28.85612943189719,28.181191105269324,28.296864923686606
25.0,0.8,2.0,25.573869374674846,21.958191528176844,21.958191528176844
25.0,0.8,2.0,26.632408780206507,28.207349522511485,28.181175743072433
25.0,0.8,2.0,14.858240182963481,21.916987021855324,22.01694481297354
25.0,0.8,2.0,5.03679268626543,2.81654815537597,2.81654815537597
25.0,0.8,2.0,10.087753167110407,3.3207939216678417,9.384232945885447
25.0,0.8,2.0,1.2916211648736124,2.7660536092501538,2.7528048897268094
25.0,0.8,2.0,6.870352662201284,2.8463147403615356,2.745894435726537
25.0,0.8,2.0,23.258148376415207,21.945941974373454,21.994374921824004
25.0,0.8,2.0,1.914463355439565,2.820467087206839,2.7446807234038464
25.0,0.8,2.0,18.983467535832037,21.973704998943617,22.01238432318677
25.0,0.8,2.0,3.02335858627458,2.8846759057505658,9.29524818864084
25.0,0.8,2.0,11.159267068475623,9.351379617711853,9.283053193091089
25.0,0.8,2.0,11.709769588339794,9.272099294570845,9.456436591353746
25.0,0.8,2.0,7.369079424754066,2.6388978268816206,9.383483208872757
25.0,0.8,2.0,14.961767422602582,9.219945215975034,9.219945215975034
25.0,0.8,2.0,12.048763907299453,15.695621016482574,15.58064299268863
25.0,0.8,2.0,23.06081137373801,15.73335058667076,15.739822803977344
25.0,0.8,2.0,5.717923256457527,3.4224988837856616,9.320404500743564
25.0,0.8,2.0,18.87313964394204,21.968547589837144,21.968547589837144
25.0,0.8,2.0,18.20923555490192,15.651147201797064,15.545178676113089
25.0,0.8,2.0,3.7996230975554477,2.9908199479503397,3.0191185179993707
25.0,0.8,2.0,14.607038400201947,15.670804160820387,21.9970484911794
25.0,0.8,2.0,21.595399520778205,22.176054128367532,28.336397363296285
25.0,0.8,2.0,18.0821823540798,21.909045694830766,21.909045694830766
25.0,0.8,2.0,8.590505911243378,2.7628308381663693,2.7628308381663693
25.0,0.8,2.0,14.614979313278035,9.214745201789562,9.214745201789562
25.0,0.8,2.0,13.506620032603019,2.7793080570886755,2.7793080570886755
25.0,0.8,2.0,8.113777204486487,3.8683883941566184,9.430756597153518
25.0,0.8,2.0,28.19083328458357,22.097178414414397,28.28023913968257
25.0,0.8,2.0,28.726550860783092,21.990442660917893,21.990442660917893
25.0,0.8,2.0,18.776306545436668,15.567030901189796,15.749027746240541
25.0,0.8,2.0,0.5938655851416319,2.975833545603838,9.263511326301805
25.0,0.8,2.0,26.494316560310114,9.321153627966977,9.321153627966977
25.0,0.8,2.0,26.182484206576447,22.004938311262798,22.004938311262798
25.0,0.8,2.0,4.59652858301813,2.825284438155483,2.825284438155483
25.0,0.8,2.0,13.076493479615792,9.299639231331263,9.299639231331263
25.0,0.85,2.0,26.86068307108031,22.118802164415623,28.19913944430325
25.0,0.85,2.0,3.034041558710464,2.811633397145938,2.830719239124198
25.0,0.85,2.0,27.358963550193735,21.94176741936695,21.86193929262273
25.0,0.85,2.0,26.877774941274847,21.9421776071424,21.86111338847416
25.0,0.85,2.0,29.206890452165958,21.956116901555113,21.907200036913515
25.0,0.85,2.0,21.786031904805636,21.985416596995695,21.985416596995695
25.0,0.85,2.0,15.08893444589314,9.295067621460923,9.295067621460923
25.0,0.85,2.0,3.2249240258044347,2.804408520882132,2.72576209854391
25.0,0.85,2.0,9.541550843374834,9.288551792714197,15.668990301793073
25.0,0.85,2.0,22.67985097456367,21.69822296453867,28.364556393704955
25.0,0.85,2.0,21.571836686879212,15.731403529931303,15.75184009868807
25.0,0.85,2.0,20.958923896527047,15.636617574440091,15.636617574440091
25.0,0.85,2.0,12.090837198051862,2.7037562876699477,2.7037562876699477
25.0,0.85,2.0,4.145408481814524,2.8049773342950766,2.8049773342950766
25.0,0.85,2.0,6.617040866126293,9.316092893305441,9.316092893305441
25.0,0.85,2.0,16.029292073914803,9.284670193436996,9.284670193436996
25.0,0.85,2.0,9.713230318727973,9.575469761039692,15.524682491784466
25.0,0.85,2.0,19.894276578755058,21.977349065373375,21.977349065373375
25.0,0.85,2.0,13.862502131471656,9.08397990455931,15.65301979450729
25.0,0.85,2.0,25.675482278421644,28.27152106326065,28.348673659360962
25.0,0.85,2.0,19.230178975249228,15.641282466511647,21.96526564627179
25.0,0.85,2.0,2.4684602477014552,2.8002711017645066,3.0051736971462777
25.0,0.85,2.0,13.14519125402228,2.747886187013897,2.747886187013897
25.0,0.85,2.0,17.08189956653514,15.479191975372155,15.479191975372155
25.0,0.85,2.0,16.042301385786068,15.644956413680095,15.644956413680095
25.0,0.85,2.0,3.3827043826167076,2.8067008366183046,2.8398910327995086
25.0,0.85,2.0,6.8203188013813865,9.288290649030227,15.848162333342126
25.0,0.85,2.0,3.1301456544432273,2.7801862392747596,2.838783909497285
25.0,0.85,2.0,4.473152324222622,3.5669105464870827,9.351509984177996
25.0,0.85,2.0,6.899853783292819,9.32460807107828,15.639097278855699
25.0,0.85,2.0,10.950404814860377,2.786161852410373,2.7408843642877194
25.0,0.85,2.0,24.01432803306457,21.967572343443287,21.967572343443287
25.0,0.85,2.0,0.044869066063308836,2.8111889600866777,2.8207966396538917
25.0,0.85,2.0,17.652024652715124,8.81315619117942,21.72945703561813
25.0,0.85,2.0,18.066492548414473,9.375561340022605,9.375561340022605
25.0,0.85,2.0,19.118877559616468,9.266176582936076,9.403587927419588
25.0,0.85,2.0,0.8810724713217095,2.7970419637979704,2.7970419637979704
25.0,0.85,2.0,16.289013368112144,9.269152174916833,9.269152174916833
25.0,0.85,2.0,2.6269326692999675,2.774923326985718,2.9035890484165336
25.0,0.85,2.0,4.080607318888181,2.808880471937999,2.762598002600179
25.0,0.85,2.0,12.816001842622807,15.618988331445262,21.890038896075474
25.0,0.85,2.0,1.9021421452866953,2.857439919084902,2.858263428754937
25.0,0.85,2.0,1.2920609106318033,2.5166172257717023,9.140969961584974
25.0,0.85,2.0,6.451003796559124,2.634242405371688,9.455890215322508
25.0,0.85,2.0,17.53720042862506,9.295150139162342,9.34240231066871
25.0,0.85,2.0,23.65545507445093,15.611769416622032,15.75157147720451
25.0,0.85,2.0,2.9342097238633094,2.8123866449819563,2.8180554632183163
25.0,0.85,2.0,9.218732557048796,9.371710696977726,9.371710696977726
25.0,0.85,2.0,28.909564625536884,28.22593546782746,28.22593546782746
25.0,0.85,2.0,12.811626556514122,15.584706689253643,21.973028230426877
25.0,0.9,2.0,19.968153117800146,21.96075130627156,21.97196331794915
25.0,0.9,2.0,3.931707199266967,2.785968431903371,2.8141501927338606
25.0,0.9,2.0,15.27758550284774,15.645268714453564,15.657512855283855
25.0,0.9,2.0,3.5026046580303385,2.7715623449354445,2.8287173389387155
25.0,0.9,2.0,17.928608524961803,22.105847554744635,28.19261830597271
25.0,0.9,2.0,28.761832017935106,22.24872340393312,28.104439734706375
25.0,0.9,2.0,26.215823358078246,15.624401182113244,15.624401182113244
25.0,0.9,2.0,11.442324913211444,15.653093798628774,28.210662766572913
25.0,0.9,2.0,10.41184639092122,2.789943926785988,2.8371280512308363
25.0,0.9,2.0,7.97908230100773,2.8078050424436753,2.8081911559288635
25.0,0.9,2.0,23.200899567485415,21.94438440194975,21.928619813953397
25.0,0.9,2.0,22.255049419629334,21.90305634672531,21.856808038704763
25.0,0.9,2.0,11.874356206849535,9.34994229149943,22.009252709905844
25.0,0.9,2.0,5.156203408474545,2.8100798928050743,2.8100798928050743
25.0,0.9,2.0,19.63701808329557,15.64825560680903,15.671351587673469
25.0,0.9,2.0,25.678667027617255,21.950714223688276,21.950714223688276
25.0,0.9,2.0,20.896626086020724,21.617611114454025,28.28595198114779
25.0,0.9,2.0,3.690855868127181,2.806018329177401,2.806018329177401
25.0,0.9,2.0,12.240275120141494,15.62939928581149,15.61328840721919
25.0,0.9,2.0,1.4379057296785043,2.79790364512124,2.8192749339040084
25.0,0.9,2.0,19.781570447092935,22.05684344909633,28.23399396158512
25.0,0.9,2.0,11.404317685215744,9.353864050017544,9.380348087058241
25.0,0.9,2.0,21.080336600931687,21.954582330880157,21.954582330880157
25.0,0.9,2.0,18.847659014028874,15.581640454473948,21.951068892793543
25.0,0.9,2.0,4.553077126137514,4.0959706762865356,22.09914836606034
25.0,0.9,2.0,21.94824856914235,21.94824856914235,28.024374607470115
25.0,0.9,2.0,13.098841730231126,2.9754427453461925,9.35283438782636
25.0,0.9,2.0,27.513616143410285,15.624440980512796,15.59184784162967
25.0,0.9,2.0,16.04632327662663,15.628589343557481,15.722583143773644
25.0,0.9,2.0,28.001880502696128,28.208042255682024,28.208042255682024
25.0,0.9,2.0,9.19684576359063,9.383426444796859,9.206379179449407
25.0,0.9,2.0,10.377954555355323,9.295111962191747,21.926699247902818
25.0,0.9,2.0,27.36435702408422,21.965026793050647,28.22760143534354
25.0,0.9,2.0,27.7252765258522,15.63408880059166,15.528687864067699
25.0,0.9,2.0,12.3898952702803,9.324562075989467,9.432341904848819
25.0,0.9,2.0,25.158577528016593,21.919830965202646,28.198991604039797
25.0,0.9,2.0,7.557055336170269,9.369468266122329,9.369468266122329
25.0,0.9,2.0,8.097818493081357,9.316749754423086,9.316749754423086
25.0,0.9,2.0,4.160104488146078,2.791826932099222,2.791826932099222
25.0,0.9,2.0,12.448525140852004,2.7011564980872995,2.9220945019663405
25.0,0.9,2.0,23.44550088053405,9.434727859203946,9.434727859203946
25.0,0.9,2.0,13.344936086314467,10.031905440508563,15.649050897552257
25.0,0.9,2.0,20.68858178979002,21.936554579360088,22.03117476031015
25.0,0.9,2.0,22.54603963766109,15.869496224216364,22.04530265907822
25.0,0.9,2.0,5.6028187219906265,2.815320522079329,2.7567427113777234
25.0,0.9,2.0,15.635377122499186,15.635377122499186,28.181570783886453
25.0,0.9,2.0,20.44821154872273,15.493304872193121,21.90131743946704
25.0,0.9,2.0,3.258199682593617,2.724435710388817,9.33689045002597
25.0,0.9,2.0,13.769673792147598,9.412986445719312,15.654239532179387
25.0,0.9,2.0,7.20338109572331,9.175470204334129,15.618842729154062
25.0,0.99,2.0,22.88863866174314,2.793503267321283,2.8243860812072388
25.0,0.99,2.0,0.027471585202672,2.798463341678325,2.8009863845627168
25.0,0.99,2.0,26.379673263348728,9.308027886652475,21.94570314897831
25.0,0.99,2.0,23.428192421192072,2.7534014269020144,21.93896248562625
25.0,0.99,2.0,6.699603669333055,2.780818133612175,15.662719673907553
25.0,0.99,2.0,27.067186157418856,9.338901667785475,28.26582714167198
25.0,0.99,2.0,26.196992933484275,2.799421000590748,2.7961661270888696
25.0,0.99,2.0,1.9411133606871447,2.7943769542672467,28.229181928417614
25.0,0.99,2.0,2.881032545392006,2.811816311614869,21.929880758071086
25.0,0.99,2.0,14.001534073696991,9.249412389756966,21.95773880524166
25.0,0.99,2.0,24.23155649183691,4.101135597939193,9.330939193885001
25.0,0.99,2.0,17.65353877459275,15.651274573526331,15.687145756760644
25.0,0.99,2.0,6.466407946766231,2.8237444786490387,15.655879216582848
25.0,0.99,2.0,16.324985689846105,2.773119960425604,15.633121193534922
25.0,0.99,2.0,10.038121414184383,2.784174004583091,21.938737951252502
25.0,0.99,2.0,10.405320122420154,2.7948193750462083,9.334240847972172
25.0,0.99,2.0,9.857049619350526,9.326938230028402,15.638394232186752
25.0,0.99,2.0,19.191998347184743,15.578331111435094,21.951609993557792
25.0,0.99,2.0,10.259741628483557,2.801040993063664,2.7749427421455377
25.0,0.99,2.0,9.334348691716022,2.799773911107233,9.33046761414791
25.0,0.99,2.0,9.547998110222322,2.7897765388646625,15.636721625060659
25.0,0.99,2.0,23.672054523069185,2.821285350671959,21.93976552488056
25.0,0.99,2.0,9.57751814547728,2.813767160597809,15.641721344531824
25.0,0.99,2.0,23.04049945745906,2.6280273193761943,28.23492347526691
25.0,0.99,2.0,16.420197444954706,9.32182389688014,9.353896464156794
25.0,0.99,2.0,14.277366828795362,2.8902533761366658,15.643482104449715
25.0,0.99,2.0,9.180829447956464,2.799286090205289,2.793167595974176
25.0,0.99,2.0,19.775461956663335,9.307033226929041,15.639668042148845
25.0,0.99,2.0,7.2915349885411285,2.851405372357037,15.666826540913044
25.0,0.99,2.0,28.2951589971116,9.31871901559677,9.304379182450806
25.0,0.99,2.0,24.61819097609837,2.8248064179530945,21.9449203981455
